db_name,table_name,location
catalog_staging_kcd,tb_kcd_bluebird_ruby,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_bluebird_ruby
catalog_staging_kcd,tb_kcd_bluebird_web,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_bluebird_web
catalog_staging_kcd,tb_kcd_cashnote_ruby,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_cashnote_ruby
catalog_staging_kcd,tb_kcd_cashnote_web,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_cashnote_web
catalog_staging_kcd,tb_kcd_goose_ruby,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_goose_ruby
catalog_staging_kcd,tb_kcd_kingfisher_web,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_kingfisher_web
catalog_staging_kcd,tb_kcd_map_cashnote_web,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_map_cashnote_web
catalog_staging_kcd,tb_kcd_redbird_ruby,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_redbird_ruby
catalog_staging_kcd,tb_kcd_redbird_web,s3://kcd-de-staging/raw/catalog_v2/raw/tb=kcd_redbird_web
catalog_staging_paygcrew,tb_paygcrew_bill,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_Bill
catalog_staging_paygcrew,tb_paygcrew_bill_a30a6edcd6abcbf75c35899a9b9f4abb,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_bill
catalog_staging_paygcrew,tb_paygcrew_error,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_error
catalog_staging_paygcrew,tb_paygcrew_menuinfo,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_MenuInfo
catalog_staging_paygcrew,tb_paygcrew_menuinfo_255bafa0610c271b35fe4a0e6c3804e7,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_menuinfo
catalog_staging_paygcrew,tb_paygcrew_receipt,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_Receipt
catalog_staging_paygcrew,tb_paygcrew_table,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_Table
catalog_staging_paygcrew,tb_paygcrew_table_623df83eb46c449804a94f16ea77606f,s3://kcd-de-staging/raw/catalog_v2/raw/tb=paygcrew_table
catalog_v3,tb_bluebird_banking_confirmed,s3://kcd-de-production/raw/catalog_v3_compact/tb=bluebird_banking_confirmed
catalog_v3,tb_bluebird_events,s3://kcd-de-production/raw/catalog_v3_compact/tb=bluebird_events
catalog_v3,tb_bluebird_kcdp_action,s3://kcd-de-production/raw/catalog_v3_compact/tb=bluebird_kcdp_action
catalog_v3,tb_bluebird_pages,s3://kcd-de-production/raw/catalog_v3_compact/tb=bluebird_pages
catalog_v3,tb_bluebird_pre_paid_authorization_params,s3://kcd-de-production/raw/catalog_v3_compact/tb=bluebird_pre_paid_authorization_params
catalog_v3,tb_dmp_message_click,s3://kcd-de-production/raw/catalog_v3_compact/tb=dmp_message_click
catalog_v3,tb_dmp_message_message,s3://kcd-de-production/raw/catalog_v3_compact/tb=dmp_message_message
catalog_v3,tb_dmp_message_result_stat,s3://kcd-de-production/raw/catalog_v3_compact/tb=dmp_message_result_stat
catalog_v3,tb_goose_app_logs,s3://kcd-de-production/raw/catalog_v3_compact/tb=goose_app_logs
catalog_v3,tb_goose_event_compeleted,s3://kcd-de-production/raw/catalog_v3_compact/tb=goose_event_compeleted
catalog_v3,tb_goose_events,s3://kcd-de-production/raw/catalog_v3_compact/tb=goose_events
catalog_v3,tb_goose_pages,s3://kcd-de-production/raw/catalog_v3_compact/tb=goose_pages
catalog_v3,tb_harrier_documents_requests,s3://kcd-de-production/raw/catalog_v3_compact/tb=harrier_documents_requests
catalog_v3,tb_infotech_bank_transaction,s3://kcd-de-production/raw/catalog_v3_compact/tb=infotech_bank_transaction
catalog_v3,tb_infotech_card_purchases_approval,s3://kcd-de-production/raw/catalog_v3_compact/tb=infotech_card_purchases_approval
catalog_v3,tb_infotech_hometax_invoices,s3://kcd-de-production/raw/catalog_v3_compact/tb=infotech_hometax_invoices
catalog_v3,tb_kcd_ab_paynote_recommend,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_ab_paynote_recommend
catalog_v3,tb_kcd_bluebird_ruby,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_bluebird_ruby
catalog_v3,tb_kcd_bluebird_web,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_bluebird_web
catalog_v3,tb_kcd_cashnote_ruby,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_cashnote_ruby
catalog_v3,tb_kcd_cashnote_web,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_cashnote_web
catalog_v3,tb_kcd_goose_ruby,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_goose_ruby
catalog_v3,tb_kcd_kingfisher_web,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_kingfisher_web
catalog_v3,tb_kcd_map_cashnote_web,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_map_cashnote_web
catalog_v3,tb_kcd_redbird_ruby,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_redbird_ruby
catalog_v3,tb_kcd_redbird_web,s3://kcd-de-production/raw/catalog_v3_compact/tb=kcd_redbird_web
catalog_v3,tb_owl_api_card_merchants,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_card_merchants
catalog_v3,tb_owl_api_card_sales_approvals,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_card_sales_approvals
catalog_v3,tb_owl_api_card_sales_payments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_card_sales_payments
catalog_v3,tb_owl_api_card_sales_purchases,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_card_sales_purchases
catalog_v3,tb_owl_api_place_indexes,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_place_indexes
catalog_v3,tb_owl_api_place_menus,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_place_menus
catalog_v3,tb_owl_api_place_reviews,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_place_reviews
catalog_v3,tb_owl_api_places,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_api_places
catalog_v3,tb_owl_bank_accounts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_bank_accounts
catalog_v3,tb_owl_bank_transactions_list,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_bank_transactions_list
catalog_v3,tb_owl_bank_transactions_summary,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_bank_transactions_summary
catalog_v3,tb_owl_card_approvals,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_approvals
catalog_v3,tb_owl_card_bills_approvals,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_bills_approvals
catalog_v3,tb_owl_card_bills_settlements,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_bills_settlements
catalog_v3,tb_owl_card_bills_sum,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_bills_sum
catalog_v3,tb_owl_card_bills_summary,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_bills_summary
catalog_v3,tb_owl_card_cards,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_cards
catalog_v3,tb_owl_card_payments_settles,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_payments_settles
catalog_v3,tb_owl_card_payments_settles_sum,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_payments_settles_sum
catalog_v3,tb_owl_card_payments_summary,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_card_payments_summary
catalog_v3,tb_owl_crefia_approvals,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_crefia_approvals
catalog_v3,tb_owl_crefia_merchant,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_crefia_merchant
catalog_v3,tb_owl_crefia_merchant_info_detail,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_crefia_merchant_info_detail
catalog_v3,tb_owl_crefia_merchant_info_info,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_crefia_merchant_info_info
catalog_v3,tb_owl_crefia_merchant_info_name,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_crefia_merchant_info_name
catalog_v3,tb_owl_crefia_payments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_crefia_payments
catalog_v3,tb_owl_crefia_purchases,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_crefia_purchases
catalog_v3,tb_owl_data_portal_weather,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_data_portal_weather
catalog_v3,tb_owl_db_baedaltong_orders,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_baedaltong_orders
catalog_v3,tb_owl_db_baedaltong_payments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_baedaltong_payments
catalog_v3,tb_owl_db_baemin_orders,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_baemin_orders
catalog_v3,tb_owl_db_baemin_payments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_baemin_payments
catalog_v3,tb_owl_db_baemin_sales_vats,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_baemin_sales_vats
catalog_v3,tb_owl_db_bank_transactions,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_bank_transactions
catalog_v3,tb_owl_db_card_purchases_approvals,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_card_purchases_approvals
catalog_v3,tb_owl_db_card_purchases_bills,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_card_purchases_bills
catalog_v3,tb_owl_db_card_purchases_payments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_card_purchases_payments
catalog_v3,tb_owl_db_hometax_bank_accounts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_bank_accounts
catalog_v3,tb_owl_db_hometax_businesses,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_businesses
catalog_v3,tb_owl_db_hometax_cards,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_cards
catalog_v3,tb_owl_db_hometax_purchases_cash_receipts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_purchases_cash_receipts
catalog_v3,tb_owl_db_hometax_purchases_invoices,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_purchases_invoices
catalog_v3,tb_owl_db_hometax_sales_cash_receipts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_sales_cash_receipts
catalog_v3,tb_owl_db_hometax_sales_invoices,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_sales_invoices
catalog_v3,tb_owl_db_hometax_tax_agents,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_hometax_tax_agents
catalog_v3,tb_owl_db_place_comments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_place_comments
catalog_v3,tb_owl_db_yogiyo_monthly_sales_recaps,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_yogiyo_monthly_sales_recaps
catalog_v3,tb_owl_db_yogiyo_orders,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_yogiyo_orders
catalog_v3,tb_owl_db_yogiyo_payments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_db_yogiyo_payments
catalog_v3,tb_owl_deliveryapp_baedaltong_comments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baedaltong_comments
catalog_v3,tb_owl_deliveryapp_baedaltong_orders,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baedaltong_orders
catalog_v3,tb_owl_deliveryapp_baedaltong_payments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baedaltong_payments
catalog_v3,tb_owl_deliveryapp_baedaltong_stores_basic,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baedaltong_stores_basic
catalog_v3,tb_owl_deliveryapp_baemin_advertisements_finished,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_advertisements_finished
catalog_v3,tb_owl_deliveryapp_baemin_advertisements_operating,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_advertisements_operating
catalog_v3,tb_owl_deliveryapp_baemin_comments_not_replied_comments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_comments_not_replied_comments
catalog_v3,tb_owl_deliveryapp_baemin_comments_not_replied_comments_images,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_comments_not_replied_comments_images
catalog_v3,tb_owl_deliveryapp_baemin_comments_not_replied_comments_menus,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_comments_not_replied_comments_menus
catalog_v3,tb_owl_deliveryapp_baemin_comments_replied_comments,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_comments_replied_comments
catalog_v3,tb_owl_deliveryapp_baemin_comments_replied_comments_images,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_comments_replied_comments_images
catalog_v3,tb_owl_deliveryapp_baemin_comments_replied_comments_menus,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_comments_replied_comments_menus
catalog_v3,tb_owl_deliveryapp_baemin_menus,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_menus
catalog_v3,tb_owl_deliveryapp_baemin_orders_accepted_orders,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_orders_accepted_orders
catalog_v3,tb_owl_deliveryapp_baemin_orders_accepted_orders_items,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_orders_accepted_orders_items
catalog_v3,tb_owl_deliveryapp_baemin_orders_cancelled_orders,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_orders_cancelled_orders
catalog_v3,tb_owl_deliveryapp_baemin_orders_cancelled_orders_items,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_orders_cancelled_orders_items
catalog_v3,tb_owl_deliveryapp_baemin_orders_closed_orders,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_orders_closed_orders
catalog_v3,tb_owl_deliveryapp_baemin_orders_closed_orders_items,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_orders_closed_orders_items
catalog_v3,tb_owl_deliveryapp_baemin_payments_adjustment_amounts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_payments_adjustment_amounts
catalog_v3,tb_owl_deliveryapp_baemin_payments_basic,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_payments_basic
catalog_v3,tb_owl_deliveryapp_baemin_payments_benefit_amounts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_payments_benefit_amounts
catalog_v3,tb_owl_deliveryapp_baemin_payments_delivery_tip_amounts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_payments_delivery_tip_amounts
catalog_v3,tb_owl_deliveryapp_baemin_payments_discount_amounts,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_payments_discount_amounts
catalog_v3,tb_owl_deliveryapp_baemin_payments_fees,s3://kcd-de-production/raw/catalog_v3_compact/tb=owl_deliveryapp_baemin_payments_fees
catalog_v3_production_dmp_message_result,tb_dmp_message_result_stat,s3://kcd-de-production/raw/catalog_v3_incr/tb=dmp_message_result_stat
catalog_v3_production_harrier,tb_harrier_documents_requests,s3://kcd-de-production/raw/catalog_v3_incr/tb=harrier_documents_requests
catalog_v3_production_kcd,tb_kcd_ab_paynote_recommend,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_ab_paynote_recommend
catalog_v3_production_kcd,tb_kcd_bluebird_ruby,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_bluebird_ruby
catalog_v3_production_kcd,tb_kcd_bluebird_web,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_bluebird_web
catalog_v3_production_kcd,tb_kcd_cashnote_ruby,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_cashnote_ruby
catalog_v3_production_kcd,tb_kcd_cashnote_web,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_cashnote_web
catalog_v3_production_kcd,tb_kcd_goose_ruby,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_goose_ruby
catalog_v3_production_kcd,tb_kcd_kingfisher_web,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_kingfisher_web
catalog_v3_production_kcd,tb_kcd_map_cashnote_web,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_map_cashnote_web
catalog_v3_production_kcd,tb_kcd_redbird_ruby,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_redbird_ruby
catalog_v3_production_kcd,tb_kcd_redbird_web,s3://kcd-de-production/raw/catalog_v3_incr/tb=kcd_redbird_web
catalog_v3_production_paygcrew,tb_paygcrew_bill,s3://kcd-de-production/raw/catalog_v3_incr/tb=paygcrew_bill
catalog_v3_production_paygcrew,tb_paygcrew_error,s3://kcd-de-production/raw/catalog_v3_incr/tb=paygcrew_error
catalog_v3_production_paygcrew,tb_paygcrew_menuinfo,s3://kcd-de-production/raw/catalog_v3_incr/tb=paygcrew_menuinfo
catalog_v3_production_paygcrew,tb_paygcrew_receipt,s3://kcd-de-production/raw/catalog_v3_incr/tb=paygcrew_receipt
catalog_v3_production_paygcrew,tb_paygcrew_table,s3://kcd-de-production/raw/catalog_v3_incr/tb=paygcrew_table
data_cube,dimension_name_business_meta,s3://kcd-de-production/data_cubes/dimension/name=business_meta
data_cube,dimension_name_cashnote_user_meta,s3://kcd-de-production/data_cubes/dimension/name=cashnote_user_meta
data_cube,dimension_name_merchant_meta,s3://kcd-de-production/data_cubes/dimension/name=merchant_meta
data_cube,dimension_name_paynote_user_meta,s3://kcd-de-production/data_cubes/dimension/name=paynote_user_meta
data_cube,dimension_name_registration_number_meta,s3://kcd-de-production/data_cubes/dimension/name=registration_number_meta
data_cube,fact_monthly_name_business_stats,s3://kcd-de-production/data_cubes/fact/time_unit=MONTH/name=business_stats
data_cube,fact_monthly_name_cashnote_user_stats,s3://kcd-de-production/data_cubes/fact/time_unit=MONTH/name=cashnote_user_stats
data_cube,fact_monthly_name_paynote_user_stats,s3://kcd-de-production/data_cubes/fact/time_unit=MONTH/name=paynote_user_stats
data_cube,name_message_send_stat,s3://kcd-de-production/data_cubes/fact/time_unit=DAY/name=message_send_stat
data_source,business_id_classification_name_franchise,s3://kcd-de-production/data_sources/dimension/id_type=business_id/subject=classification/name=franchise
data_source,business_id_classification_name_hometax_old,s3://kcd-de-production/data_sources/dimension/id_type=business_id/subject=classification/name=hometax_old
data_source,business_id_classification_name_kcd,s3://kcd-de-production/data_sources/dimension/id_type=business_id/subject=classification/name=kcd
data_source,business_id_classification_name_ksic,s3://kcd-de-production/data_sources/dimension/id_type=business_id/subject=classification/name=ksic
data_source,business_id_subject_classification,s3://kcd-de-production/data_sources/dimension/id_type=business_id/subject=classification
data_source,business_id_subject_location,s3://kcd-de-production/data_sources/dimension/id_type=business_id/subject=location
data_source,registration_number_subject_classification,s3://kcd-de-production/data_sources/dimension/id_type=registration_number/subject=classification
data_source,registration_number_subject_location,s3://kcd-de-production/data_sources/dimension/id_type=registration_number/subject=location
data_voucher,data_voucher_market_analysis,s3://kcd-de-production/data_request/voucher/data_voucher_market_analysis
default,message_stat_latest,s3://kcd-de-production/service/message/message_stats
etl_production_pos,receipt,s3://kcd-de-production/raw/etl/pos/receipt
etl_staging_pos,receipt,s3://kcd-de-staging/raw/etl/pos/receipt
goose,access_logs,s3://kcd-de-production/raw/db/goose/incremental/access_logs
goose,card_agreements,s3://kcd-de-production/raw/db/goose/snapshot/card_agreements
goose,card_payments,s3://kcd-de-production/raw/db/goose/incremental/card_payments
goose,card_payments_c8a1d097df7f5905e2bcb8d48863f5dc,s3://kcd-de-production/raw/db/goose/incremental/card_payments
goose,deleted_users,s3://kcd-de-production/raw/db/goose/snapshot/deleted_users
goose,devices,s3://kcd-de-production/raw/db/goose/snapshot/devices
goose,place_masters,s3://kcd-de-production/raw/db/goose/snapshot/place_masters
goose,place_merchants,s3://kcd-de-production/raw/db/goose/snapshot/place_merchants
goose,places,s3://kcd-de-production/raw/db/goose/snapshot/places
goose,user_events,s3://kcd-de-production/raw/db/goose/incremental/user_events
goose,users,s3://kcd-de-production/raw/db/goose/snapshot/users
snowdon,acceptances,s3://kcd-de-production/raw/db/snowdon/snapshot/acceptances
snowdon,autoreply_friends,s3://kcd-de-production/raw/db/snowdon/snapshot/autoreply_friends
snowdon,baedaltong_orders,s3://kcd-de-production/raw/db/snowdon/incremental/baedaltong_orders
snowdon,baedaltong_payments,s3://kcd-de-production/raw/db/snowdon/incremental/baedaltong_payments
snowdon,baemin_orders,s3://kcd-de-production/raw/db/snowdon/incremental/baemin_orders
snowdon,baemin_payments,s3://kcd-de-production/raw/db/snowdon/incremental/baemin_payments
snowdon,baemin_sales_vats,s3://kcd-de-production/raw/db/snowdon/incremental/baemin_sales_vats
snowdon,bank_accounts,s3://kcd-de-production/raw/db/snowdon/snapshot/bank_accounts
snowdon,bank_transactions,s3://kcd-de-production/raw/db/snowdon/incremental/bank_transactions
snowdon,billings,s3://kcd-de-production/raw/db/snowdon/snapshot/billings
snowdon,business_days,s3://kcd-de-production/raw/db/snowdon/snapshot/business_days
snowdon,businesses,s3://kcd-de-production/raw/db/snowdon/snapshot/businesses
snowdon,card_merchants,s3://kcd-de-production/raw/db/snowdon/snapshot/card_merchants
snowdon,card_purchases,s3://kcd-de-production/raw/etl/snowdon/card/card_purchases
snowdon,card_purchases_approvals,s3://kcd-de-production/raw/db/snowdon/incremental/card_purchases_approvals
snowdon,card_purchases_bills,s3://kcd-de-production/raw/db/snowdon/incremental/card_purchases_bills
snowdon,card_purchases_payments,s3://kcd-de-production/raw/db/snowdon/incremental/card_purchases_payments
snowdon,card_sales_approvals,s3://kcd-de-production/raw/etl/snowdon/card_sales/approvals
snowdon,card_sales_approvals_0586b43079018d2bca04d089921813c2,s3://kcd-de-production/raw/etl/snowdon/card_sales/approvals
snowdon,card_sales_payments,s3://kcd-de-production/raw/etl/snowdon/card_sales/payments
snowdon,card_sales_payments_stat,s3://kcd-de-production/raw/stat/snowdon/card_sales/payments_stat
